"id","site","job_url","job_url_direct","title","company","location","job_type","date_posted","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","company_industry","listing_type","emails","description","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"1009452814345","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009452814345","","Software Engineer III","CyrusOne, LLC.","Dallas, TX","","2024-09-20","direct_data","yearly",98018.0,122798.0,"USD",False,"","","","organic","","CyrusOne is seeking a talented Software Engineer III to help design, develop, and optimize strategic software solutions for external and internal customers. This role is dynamic, granting the engineer the opportunity to participate in a wide variety of projects and collaborate with many cross-functional teams throughout the business.
Responsibilities:* Collaborate with stakeholders, developers and Quality Assurance to deliver new application features
* Create design diagrams and prototypes as needed
* Create and maintain user help/documentation for developed products
* Define integration strategies for custom and commercial applications
* Foresee possible bottlenecks, provide escalation management, recommend tradeoffs, and balance the business needs versus technical constraints
* Recognize, evaluate, track and mitigate issues and risks
* Create, maintain and disseminate project information to the engineering team and/or stakeholders
* Participate in agile meetings including standups, backlog refinements, retrospectives and demos with the engineering team and/or stakeholders


Qualifications:* 5+ years’ professional software development experience with C#/.NET Standard/.NET 6+ building internal and/or external facing applications
* 5+ years’ experience with PostgreSQL or equivalent RDMBS database systems
* Experience with ASP.Net, Web API, Microservices and Service Oriented Architecture (SOA)
* Experience working in a microservice environment utilizing Domain Driven Design, Clean Code architecture and Test Driven Development
* Experience with PubSub platforms such as RabbitMQ, Kafka or MQTT
* Exposure to developing in a Linux-based cloud environment (Azure) using Docker deployment technologies
* Exposure to front-end web development using Vue.js 3 or a comparable reactive JavaScript framework
* Strong can-do attitude in a time sensitive environment
* Ability to work on problems of any scope where the analysis of situations or data requires a review of a variety of factors
* Excellent interpersonal communication, decision making, presentation, and organizational skills
* Ability to build productive internal/external working relationships
* Understanding and adherence to agile principles and practices
* Self-maintainability and reliability with minimal supervision
* Harmonious with CyrusOne culture, core values, and business goals


Work Environment:* This position requires typical weekday (Monday - Friday) attendance in a remote or office setting, at times afterhours work may be required to meet business and customer needs


CyrusOne is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, or other legally protected status.
CyrusOne provides reasonable accommodation for qualified individuals with disabilities in accordance with the Americans with Disabilities Act (ADA) and any other state or local laws. We will respond to requests for reasonable accommodations to assist you in applying for positions at CyrusOne, or to submit a resume.","https://www.glassdoor.com/Overview/W-EI_IE29258.htm","","","","","","https://media.glassdoor.com/sql/29258/cyrusone-squarelogo-1599141144193.png","","",""
"1009452572217","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009452572217","","Senior Software Engineer","AT&T","Dallas, TX","","2024-09-20","direct_data","yearly",150000.0,231100.0,"USD",False,"","","","organic","","**Job Description:**


JOB TITLE: Senior -Software Engineer


JOB LOCATION: 208 S. Akard Street, Dallas, TX 75202 [and various unanticipated locations throughout the U.S.; may work from home]

  

DUTIES: Translate the core architecture for business requirements into the final technical solution consisting of platform, network, software, and cloud through functional, performance, and reliability analysis using engineering models and techniques, primarily through software development. Provide technical enablement for application components and subsystems for applications. Work on end-to-end delivery process for software applications and services, including design, development, testing, deployment, production application support including troubleshooting and maintenance. Provide guidance to gather and review software requirements and user stories. Develop estimates, create software design specifications, assess test hardware and software interactions. Execute a specific development methodology through application of multiple programming languages and databases. Provide guidance to create and execute automated test plans, strategies, and validate test environments, test data, test results, design and implement code. Work on code quality, development velocity and improvement of quality. Identify tech debt and reducing it as part of the scrum deliverables. Work with product manager and developers to estimate story points for stories using reference story and Fibonacci sequence as part of the scrum. Assign features, stories to releases taking inputs from product manager. Build Application Programming Interface (APIs) in Mulesoft, Swagger, monitor dashboards using ELK and Dynatrace. Work with JSON, XML, SoapUI, and Postman. Work with Unit and Function testing using Junit, Spock, Mockito, JMock, Selenium, and Cucumber. Work with Java, RESTful APIs, Spring, Spring MVC, Spring Kafka, Microservices, Struts 2, database technologies, and related testing tools and methodologies. Work with database knowledge including SQL, Oracle, MS SQL, and PostgreSQL. Use Data manipulation, migration and scrubs. Use flat file staging and uploading. Work with User Interface (UI) development using jQuery, ReactJS, JSON and JavaScript. Work with Classic Application Service Provider (ASP), ColdFusion, User stories and develop software from acceptance criteria. Work with Agile, Scrum and Kanban development team and software including JIRA. Work with leads, engineers, architects, product managers, and business stakeholders to identify technical and functional needs of systems based on priority.


REQUIREMENTS: Requires a Master’s degree, or foreign equivalent degree, in Applied Computer Science or Computer Science and 2 years of experience in the job offered or 2 years of experience in a related occupation building Application Programming Interface (APIs) in Mulesoft, Swagger, monitor dashboards using ELK and Dynatrace; working with JSON, XML, SoapUI, and Postman; working with Unit and Function testing using Junit, Spock, Mockito, JMock, Selenium, and Cucumber; working with Java, RESTful APIs, Spring, Spring MVC, Spring Kafka, Microservices, Struts 2, database technologies, and related testing tools and methodologies; working with database knowledge including SQL, Oracle, MS SQL, and PostgreSQL; using Data manipulation, migration and scrubs; using flat file staging and uploading; working with User Interface (UI) development using jQuery, ReactJS, JSON and JavaScript; working with Classic Application Service Provider (ASP), ColdFusion, User stories and develop software from acceptance criteria; working with Agile, Scrum and Kanban development team and software including JIRA; working with leads, engineers, architects, product managers, and business stakeholders to identify technical and functional needs of systems based on priority.


Our Senior -Software Engineers earn between $150,000 - $231,100 yearly. Not to mention all the other amazing rewards that working at AT&T offers.


Joining our team comes with amazing perks and benefits:

* Medical/Dental/Vision coverage
* 401(k) plan
* Tuition reimbursement program
* Paid Time Off and Holidays (based on date of hire, at least 23 days of vacation each year and 9 company-designated holidays)
* Paid Parental Leave
* Paid Caregiver Leave
* Additional sick leave beyond what state and local law require may be available but is unprotected
* Adoption Reimbursement
* Disability Benefits (short term and long term)
* Life and Accidental Death Insurance
* Supplemental benefit programs: critical illness/accident hospital indemnity/group legal
* Employee Assistance Programs (EAP)
* Extensive employee wellness programs
* Employee discounts up to 50% off on eligible AT&T mobility plans and accessories, AT&T internet (and fiber where available) and AT&T phone

**Weekly Hours:**


40**Time Type:**


Regular**Location:**


Dallas, Texas
It is the policy of AT&T to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, AT&T will provide reasonable accommodations for qualified individuals with disabilities.","https://www.glassdoor.com/Overview/W-EI_IE613.htm","","","","","","https://media.glassdoor.com/sql/613/at-and-t-squareLogo-1677605813073.png","","",""
"1009453366682","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009453366682","","Senior Software Engineer - REMOTE","Veradigm","Dallas, TX","","2024-09-20","direct_data","yearly",107077.0,141017.0,"USD",False,"","","","organic","","Welcome to Veradigm, where our Mission is transforming health, insightfully. Join the Veradigm team and help solve many of today's healthcare challenges being addressed by biopharma, health plans, healthcare providers, health technology partners, and the patients they serve. At Veradigm, our primary focus is on harnessing the power of research, analytics, and artificial intelligence (AI) to develop scalable data-driven solutions that bring significant value to all healthcare stakeholders. Together, we can transform healthcare and enable smarter care for millions of people.

**\\*\\*This is a REMOTE opportunity\\*\\***


**Job Summary**  

  

We are seeking a Senior Full Stack Software Engineer who has expertise in both front-end and back-end development with infrastructure and database knowledge. The ideal candidate should have experience working on large-scale projects and should be able to take ownership of features and components from inception to development.


**Essential Functions**


* Experience designing and developing robust, scalable, and secure web applications using a full-stack framework.
* Participate in the design and implementation of software architecture, infrastructure, and database schemas.
* Continually optimize the performance of the application and infrastructure to ensure the best user experience and maintainability.
* Advanced ability to plan for current and future business environments, including future technology and design changes to create flexible, scalable solutions.
* Collaborate with Product Management, Business Analysts, and other engineers to develop new features and protypes.
* Work with a high level of autonomy and can take on projects and guide them from beginning to end.
* Produce technical and installation documentation for internal and external publication as appropriate.
* Achieves productivity targets to ensure deliverables are met within budget, on schedule and defined quality standards.
* Completes all necessary software and non-software components in the timelines as defined by the Scrum Team/Product Manager
* Produces technical specifications, code and/or unit test plans in line with the traceability matrix/functional specification
* Builds expertise and owns at least one key feature or module
* Contributes or develops proof of concepts as needed
* Reviews and signs-off of others work as per peer-review process


**Job Requirements**


* Bachelor's Degree or equivalent years of experience.
* 4-7 years relevant experience in full stack software development.
* Strong expertise in front-end technologies.
* Strong knowledge and understanding of CI/CD processes and tools.
* Proficiency in programming languages.
* Hands-on scripting experience.
* Cloud Services (Azure preferred).

  

  

**Preferred Qualifications**


* Design and develop third-party APIs
* Scaled Agile Framework (SAFe) experience
* Hands on experience in data storage technologies (Elasticsearch) is a major plus
* Machine Learning experience a plus


#LI-REMOTE

**Enhancing Lives and Building Careers**



Veradigm believes in empowering our associates with the tools and flexibility to bring the best version of themselves to work and to further their professional development. Together, we are **In the Network**. Interested in learning more?



Take a look at our Culture, Benefits, Early Talent Program, and Additional Openings.  

  

We strongly advocate that our associates receive all CDC recommended vaccinations in prevention of COVID-19.



Visa Sponsorship is not offered for this position.



At Veradigm, our greatest strength comes from bringing together talented people with diverse perspectives to support the needs of healthcare providers, life science companies, health plans, and the patients they serve. The Veradigm Network is a dynamic, open community of solutions, external partners, and cutting-edge artificial intelligence technologies that provide advanced insights, technology, and data-driven solutions. Veradigm offers a comprehensive compensation and benefits package, including holidays, vacation, medical, dental, and vision insurance, company paid life insurance and retirement savings.



Veradigm's policy is to provide equal employment opportunity and affirmative action in all of its employment practices without regard to race, color, religion, sex, national origin, ancestry, marital status, protected veteran status, age, individuals with disabilities, sexual orientation or gender identity or expression or any other legally protected category. Applicants for North American based positions with Veradigm must be legally authorized to work in the United States or Canada. Verification of employment eligibility will be required as a condition of hire. Veradigm is proud to be an equal opportunity workplace dedicated to pursuing and hiring a diverse and inclusive workforce.



From a ""VEVRAA Federal Contractor"" We request Priority Referral of Protected Veterans



This is an official Veradigm Job posting. To avoid identity theft, please only consider applying to jobs posted on our official corporate site.



Thank you for reviewing this Veradigm opportunity. Does this look like a great match for your skill set? If so, scroll on down and tell us more about yourself!","https://www.glassdoor.com/Overview/W-EI_IE4625.htm","","","","","","https://media.glassdoor.com/sql/4625/allscripts-squarelogo-1571375937553.png","","",""
"1009453483161","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009453483161","","Angular developer","Virtusa","Irving, TX","","2024-09-20","direct_data","yearly",77218.0,114773.0,"USD",False,"","","","organic","","Skills from Primary Skill Cluster Angular 14+, RXJS, Javascript, Reactive Forms  

Skills outside Primary Skill Cluster JIRA, Bitbucket, Agile


Responsibilities


Required Skills: Must have Extensive Experience in designing and developing front end and large-scale intranet/internet applications.  

Must have strong hands-on experience of implementing Web application using Angular (8 or above) and related technologies like Typescript, JavaScript, Bootstrap, HTML5, JSON, CSS, Ajax, etc.  

Must have working experience on Reactive programming using RxJs.  

Hands on experience on implementing Micro Frontends.  

Candidate should be able to identify commonly used components and should be able to create Library packages from it.  

Candidate should have architectural level knowledge of Angular framework.  

Able to translate Figma UX designs into workable angular components; Able to integrate backend APIs with Angular application.  

Knowledge on Jasmine & Karma, is desired.  

Must have experience in SCMs like GIT and tools like JIRA  

Agile/Scrum methodology experience is required.  

Experience with Jenkins will be an added advantage  

Experience in MongoDB/Oracle databases is an added advantage.  

Strong systems analysis, design and architecture fundamentals, Unit Testing and other SDLC activities  

Strong communication skills, should be able to communicate effectively with business and other stakeholders  

Experience in managing and implementing successful projects  

Subject Matter Expert (SME) in at least one area of Applications Development  

Ability to adjust priorities quickly as circumstances dictate  

Consistently demonstrates clear and concise written and verbal communication  

  

Nice to have skills: Jenkins

**About Virtusa**



Teamwork, quality of life, professional and personal development: values that Virtusa is proud to embody. When you join us, you join a team of 30,000 people globally that cares about your growth — one that seeks to provide you with exciting projects, opportunities and work with state of the art technologies throughout your career with us.



Great minds, great potential: it all comes together at Virtusa. We value collaboration and the team environment of our company, and seek to provide great minds with a dynamic place to nurture new ideas and foster excellence.



Virtusa was founded on principles of equal opportunity for all, and so does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.","https://www.glassdoor.com/Overview/W-EI_IE29396.htm","","","","","","https://media.glassdoor.com/sql/29396/virtusa-squareLogo-1684942244005.png","","",""
"1009452572224","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009452572224","","Senior Software Engineering Manager - Technology","AT&T","Dallas, TX","","2024-09-20","direct_data","yearly",192070.0,279800.0,"USD",False,"","","","organic","","**Job Description:**


JOB TITLE: Sr. Software Engineering Manager, Technology


JOB LOCATION: 208 S Akard St, Dallas, TX [and various unanticipated locations throughout the U.S.; may work from home]

  

DUTIES: Lead the strategic alignment of application development roadmaps to application and enterprise strategies. Provide technical design and architectural leadership to multiple teams and projects to help ensure applications are integrated and adhere to stated architectural and design principles and standards while having the opportunity to remain in a hands-on engineering role. Drive efforts to architect, design, develop, and implement technology-enabled business and technical information solutions encompassing multiple specializations, platforms, and technologies. Research, analyze and recommend new technologies, rationalization opportunities, standard processes, tools and techniques to further the firm’s application and enterprise technology architecture strategies. Review business process and technical solution designs to help ensure selection of appropriate technology, efficient use of resources and integration of multiple systems and technologies. Own key initiatives & deliverables especially in Order Management and other post purchase capabilities. Provide functional and technical leadership to other Lead Engineers, Architects, Product Managers and Quality Analysts. Enforce company policies in the areas of development methodology, architecture, security, change and configuration management and compliance. Perform complex engineering activities for performance tuning, monitoring, deployment and production support. Supervise application delivery. Utilize subject matter expertise in building Java-based high-volume/high-transaction e-commerce applications. Build web applications using Java, Spring and REST. Review Order Management and Post purchase experience. Supervises six (6) employees, including five (5) Senior-Software Engineer(s) and one (1) Senior- Tech Business Analysis


REQUIREMENTS: Requires a Bachelor’s degree, or foreign equivalent degree in Physics, Computer Science, or Electrical Engineering and 5 Years of progressive, post-baccalaureate experience in the job offered or 5 Years of progressive, post-baccalaureate experience in a related occupation supervising application delivery; utilizing subject matter expertise in building Java-based high-volume/high-transaction e-commerce applications; building web applications using Java, Spring and REST; and reviewing Order Management and Post purchase experience.


Our Sr. Software Engineering Managers, Technology earn between $192,070 - $279,800 yearly. Not to mention all the other amazing rewards that working at AT&T offers.


Joining our team comes with amazing perks and benefits:

* Medical/Dental/Vision coverage
* 401(k) plan
* Tuition reimbursement program
* Paid Time Off and Holidays (based on date of hire, at least 23 days of vacation each year and 9 company-designated holidays)
* Paid Parental Leave
* Paid Caregiver Leave
* Additional sick leave beyond what state and local law require may be available but is unprotected
* Adoption Reimbursement
* Disability Benefits (short term and long term)
* Life and Accidental Death Insurance
* Supplemental benefit programs: critical illness/accident hospital indemnity/group legal
* Employee Assistance Programs (EAP)
* Extensive employee wellness programs
* Employee discounts up to 50% off on eligible AT&T mobility plans and accessories, AT&T internet (and fiber where available) and AT&T phone

**Weekly Hours:**


40**Time Type:**


Regular**Location:**


Dallas, Texas
It is the policy of AT&T to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, AT&T will provide reasonable accommodations for qualified individuals with disabilities.","https://www.glassdoor.com/Overview/W-EI_IE613.htm","","","","","","https://media.glassdoor.com/sql/613/at-and-t-squareLogo-1677605813073.png","","",""
"1009453508351","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009453508351","","Python Devops Engineer","Capgemini","Dallas, TX","","2024-09-20","direct_data","yearly",85742.0,111532.0,"USD",False,"","","","organic","","**Job Description**



Capgemini is looking for a Python Devops Engineer with the following skill-sets.


**Key Responsibilities:**


* Proficiency in all aspects of the software development process, from gathering requirements to testing and deployment.
* Write unit test cases in python using pytest.
* Automate the infrastructure deployment and configuration management through Ansible.
* Write Migration script to migrate API gateway from OPDK to Apigee Hybrid.
* Write Python script for CI/CD pipeline automation, Infrastructure management etc.
* Conducting and participating in code reviews and discussions on software design and architecture to provide constructive feedback to team members.


**Required Skill-sets**‍


* Bachelor's degree or equivalent experience in computer science or a related field
* Proven experience in related field.
* Strong technical skills in the following: Jenkins, Docker, Kubernetes, Ansible, API, OSI model
* Strong experience with cloud platforms like AWS, Azure, or Google Cloud.
* Excellent problem solving and communication abilities, to be able to solve complex problems that may arise during the migration process.
* Knowledge of standard processes for security and the proficiency to integrate security measures into the software development lifecycle.
* Commitment to continuous learning and staying up-to-date with the latest industry trends and technologies.
* Strong organizational skills and the ability to work independently as well as part of a team.

#### **Life at Capgemini**



Capgemini supports all aspects of your well-being throughout the changing stages of your life and career. For eligible employees, we offer:


* Flexible work
* Healthcare including dental, vision, mental health, and well-being programs
* Financial well-being programs such as 401(k) and Employee Share Ownership Plan
* Paid time off and paid holidays
* Paid parental leave
* Family building benefits like adoption assistance, surrogacy, and cryopreservation
* Social well-being benefits like subsidized back-up child/elder care and tutoring
* Mentoring, coaching and learning programs
* Employee Resource Groups
* Disaster Relief

#### **About Capgemini**



Capgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, cloud and data, combined with its deep industry expertise and partner ecosystem. The Group reported 2023 global revenues of €22.5 billion.



Get The Future You Want | www.capgemini.com


#### **Disclaimer**



Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.



This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.



Capgemini is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodation, please reach out to your recruiting contact.

  



Please be aware that Capgemini may capture your image (video or screenshot) during the interview process and that image may be used for verification, including during the hiring and onboarding process.



Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

  

**Job** Programmer/Analyst**Schedule** Full-time**Primary Location** US-TX-Dallas**Organization** NA APPS LOC PRACTICE","https://www.glassdoor.com/Overview/W-EI_IE3803.htm","","","","","","https://media.glassdoor.com/sql/3803/capgemini-squareLogo-1688367853815.png","","",""
"1009452711624","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009452711624","","Tech Lead-Java","Virtusa","Dallas, TX","","2024-09-20","direct_data","yearly",72469.0,129567.0,"USD",False,"","","","organic","","P1-C3-STS
  

  

The client is modernizing an existing application using API and Microservices architecture
  

Full Stack Development: Develop, and implement user interface components and backend services using Java and modern web technologies.
  

Code Quality and Maintenance: Write clean, scalable, and efficient code. Conduct code reviews to ensure adherence to development best practices.
  

  

Must have:
  

Java -At least 5 years of experience in full stack development with a focus on Java.
  

Spring Boot-Strong experience with back-end technologies, particularly Java, Spring Boot, and related frameworks.
  

Communication -Excellent communication and leadership skills.
  

  

Mandatory skills
  

Java
  

Spring Boot
  

Communication**About Virtusa**



Teamwork, quality of life, professional and personal development: values that Virtusa is proud to embody. When you join us, you join a team of 30,000 people globally that cares about your growth — one that seeks to provide you with exciting projects, opportunities and work with state of the art technologies throughout your career with us.



Great minds, great potential: it all comes together at Virtusa. We value collaboration and the team environment of our company, and seek to provide great minds with a dynamic place to nurture new ideas and foster excellence.



Virtusa was founded on principles of equal opportunity for all, and so does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.","https://www.glassdoor.com/Overview/W-EI_IE29396.htm","","","","","","https://media.glassdoor.com/sql/29396/virtusa-squareLogo-1684942244005.png","","",""
"1009453171731","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009453171731","","API Developer","Social Factor","Dallas, TX","","2024-09-20","direct_data","yearly",99309.0,123422.0,"USD",False,"","","","organic","","Social Factor has an exciting opportunity available for an API Developer.This role will be responsible for the completion of specific projects requiring API development. This person will be responsible for working with our implementation and analytics teams to understand the needs of the team and execute the setup. Highly organized and efficient coding for this project will help this person succeed.

 **Qualifications:**

* Experience with building out **YouTube Live API v3**


	+ Preferred coding build to be in Python but other languages acceptable
* Integrating API scripts with BigQuery

 **Responsibilities:**

* Will work with stakeholder teams to establish timelines and if needed phases of the projects
* Communicating roadblocks and needs for the project
* Building out the appropriate code for Social Factor to use ongoing

 **Social Factor Culture**


Social Factor is a social media agency that believes in the power of Human Connection. Our talented teams take the fear out of scale and unleash our clients’ brands to listen, reach, and respond. Here at Social Factor, we encourage our employees to embrace the casual atmosphere of a growing dynamic agency. Our team members are humble yet bold, motivated and hardworking, ready to serve and help others, and always interested in!","https://www.glassdoor.com/Overview/W-EI_IE756416.htm","","","","","","https://media.glassdoor.com/sql/756416/social-factor-squarelogo-1468924988363.png","","",""
"1009453190932","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009453190932","","Embedded Software Engineer","Talent 101","Dallas, TX","","2024-09-20","direct_data","yearly",82413.0,119832.0,"USD",False,"","","","organic","","**Explore Your Career Possibilities:** At Talent101 we take ownership of our customer's direct hire and contract needs and provide them with the brightest talent that are on top of their game and can make a direct impact on our customer's business.


We are searching for an Embedded Software Engineer in Dallas, TX .

  

**Responsibilities may include, but are not limited to**:
* Python scrip programming
* Embedded SW programming and debugging
* Understand ARM series HW/SW and be able to help to debug the SW in real-time environment
* Comfortable running large SW on windows/linux environment
**Qualifications – Minimum Requirements**:
* 1+ years experience in software engineering
* Bachelors Degree


*Applicants must be at least 18 years or older, must be willing to take a drug test and background check as part of the selection process and must have legal authorization to work in the United States.*


*Talent 101 is an equal opportunity employer and supports a diverse, inclusive work environment. All qualified applicants will receive consideration for employment without regard to protected characteristics, including race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity or age.*","https://www.glassdoor.com/Overview/W-EI_IE2518901.htm","","","","","","https://media.glassdoor.com/sql/2518901/talent-101-squarelogo-1629389143276.png","","",""
"1009452572239","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009452572239","","Senior Software Engineer","AT&T","Dallas, TX","","2024-09-20","direct_data","yearly",146450.0,210100.0,"USD",False,"","","","organic","","**Job Description:**


JOB TITLE: Senior Software Engineer


JOB LOCATION: 208 S. Akard St., Dallas, Texas 75202 [and various unanticipated locations throughout the U.S.; may work from home]

  

Senior Software Engineer needed by AT&T Services, Inc. in Dallas, Texas [and various unanticipated locations throughout the U.S.; may work from home] to be responsible for design and development of cross-functional/multi-platform application systems. Track record of projects completed on time. Apply experience with all phases of software development life cycle, best practices, and Agile software development. Work with leads, engineers, architects, product managers, and business stakeholders to identify technical and functional needs of systems based on priority. Write code for automated testing and validation. Enforce company policies in the areas of development methodology, architecture, security, change and configuration management, and compliance. Perform complex engineering activities for web performance tuning, monitoring, deployment, and production support. Apply experience in server-side rendering using NextJs. Apply knowledge in in web markup including REACT, HTML5, CSS3, and JavaScript. Apply knowledge with client-side scripting and JavaScript frameworks including jQuery and React. Utilize JavaScript pre-processing and packaging frameworks including babel and webpack. Apply knowledge with Java, Nodejs, microservice, and full stack. Apply knowledge with SEO principles including web analytics and ensure that application will adhere to them.


REQUIREMENTS: Requires a Bachelor’s degree, or foreign equivalent degree, in Computer Engineering, Computer Science, or Applied Science and 4 years of experience in the job offered or 4 years of experience in a related occupation applying knowledge in in web markup including REACT, HTML5, CSS3, and JavaScript; applying knowledge with client-side scripting and JavaScript frameworks including jQuery and React; utilizing JavaScript pre-processing and packaging frameworks including babel and webpack; applying knowledge with Java, Nodejs, microservice, and full stack; and applying knowledge with SEO principles including web analytics and ensuring that application will adhere to them.


Our Senior Software Engineers earn between $146,450 - $210,100 yearly. Not to mention all the other amazing rewards that working at AT&T offers.


Joining our team comes with amazing perks and benefits:

* Medical/Dental/Vision coverage
* 401(k) plan
* Tuition reimbursement program
* Paid Time Off and Holidays (based on date of hire, at least 23 days of vacation each year and 9 company-designated holidays)
* Paid Parental Leave
* Paid Caregiver Leave
* Additional sick leave beyond what state and local law require may be available but is unprotected
* Adoption Reimbursement
* Disability Benefits (short term and long term)
* Life and Accidental Death Insurance
* Supplemental benefit programs: critical illness/accident hospital indemnity/group legal
* Employee Assistance Programs (EAP)
* Extensive employee wellness programs
* Employee discounts up to 50% off on eligible AT&T mobility plans and accessories, AT&T internet (and fiber where available) and AT&T phone

**Weekly Hours:**


40**Time Type:**


Regular**Location:**


Dallas, Texas
It is the policy of AT&T to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, AT&T will provide reasonable accommodations for qualified individuals with disabilities.","https://www.glassdoor.com/Overview/W-EI_IE613.htm","","","","","","https://media.glassdoor.com/sql/613/at-and-t-squareLogo-1677605813073.png","","",""
